timestamp,open,high,low,close,volume
1641049200,1.13693,1.13778,1.12723,1.13590,294714
1641654000,1.13550,1.14829,1.12853,1.14151,267675
1642258800,1.14117,1.14342,1.13010,1.13421,281043
1642863600,1.13371,1.13447,1.11214,1.11469,371313
1643468400,1.11406,1.14836,1.11378,1.14514,402288
1644073200,1.14573,1.14950,1.13297,1.13477,412756
1644678000,1.13376,1.13955,1.12800,1.13227,448592
1645282800,1.13145,1.13907,1.11063,1.12716,508018
1645887600,1.11295,1.12464,1.08852,1.09305,611388
1646492400,1.09255,1.11213,1.08060,1.09137,680888
1647097200,1.09155,1.11376,1.09004,1.10503,520604
1647702000,1.10504,1.10702,1.09610,1.09854,399423
1648306800,1.09842,1.11848,1.09447,1.10447,537061
1648911600,1.10336,1.10543,1.08364,1.08747,407277
1649516400,1.09159,1.09333,1.07576,1.08113,417038
1650121200,1.07994,1.09364,1.07612,1.08009,415846
1650726000,1.08071,1.08145,1.04709,1.05460,580547
1651330800,1.05421,1.06419,1.04828,1.05439,568611
1651935600,1.05387,1.05925,1.03494,1.04077,622343
1652540400,1.03959,1.06073,1.03887,1.05582,474415
1653145200,1.05601,1.07651,1.05561,1.07309,443535
1653750000,1.07326,1.07869,1.06272,1.07165,399166
1654354800,1.07146,1.07739,1.05060,1.05207,448015
1654959600,1.05137,1.06009,1.03591,1.04962,763811
1655564400,1.04747,1.06054,1.04691,1.05534,550581
1656169200,1.05456,1.06149,1.03657,1.04261,632249
1656774000,1.04146,1.04627,1.00717,1.01831,638127
1657378800,1.01696,1.01831,0.99522,1.00854,696520
1657983600,1.00816,1.02783,1.00734,1.02109,681226
1658588400,1.02116,1.02580,1.00964,1.02258,637738
1659193200,1.02075,1.02936,1.01229,1.01776,629926
1659798000,1.01711,1.03688,1.01594,1.02560,513915
1660402800,1.02545,1.02684,1.00321,1.00393,502125
1661007600,1.00348,1.00901,0.99004,0.99646,549301
1661612400,0.99645,1.00790,0.99110,0.99571,614192
1662217200,0.99282,1.01134,0.98640,1.00455,601805
1662822000,1.01017,1.01979,0.99444,1.00129,557145
1663426800,1.00043,1.00506,0.96678,0.96880,585207
1664031600,0.96714,0.98539,0.95357,0.97990,885965
1664636400,0.97747,0.99996,0.97259,0.97381,729659
1665241200,0.97312,0.98082,0.96314,0.97234,807156
1665846000,0.97184,0.98757,0.97050,0.98626,803683
1666450800,0.98619,1.00933,0.98070,0.99657,770177
1667055600,0.99554,0.99761,0.97302,0.99594,664712
1667660400,0.99007,1.03642,0.98987,1.03530,727751
1668265200,1.03393,1.04819,1.02714,1.03200,769263
1668870000,1.03195,1.04485,1.02228,1.03939,538414
1669474800,1.03664,1.05449,1.02899,1.05407,692092
1670079600,1.05306,1.05950,1.04431,1.05334,572323
1670684400,1.05276,1.07363,1.05058,1.05891,627073
1671289200,1.05812,1.06595,1.05733,1.06163,571507
1671894000,1.06282,1.07133,1.06055,1.06976,353936
1672498800,1.07016,1.07017,1.04832,1.06427,548830
1673103600,1.06394,1.08678,1.06360,1.08323,572449
1673708400,1.08295,1.08874,1.07661,1.08557,529992
1674313200,1.08622,1.09294,1.08352,1.08673,439290
1674918000,1.08618,1.10329,1.07923,1.07932,515854
1675522800,1.07800,1.07989,1.06664,1.06782,499165
1676127600,1.06803,1.08045,1.06128,1.06935,483937
1676732400,1.06848,1.07047,1.05362,1.05446,420557
1677337200,1.05459,1.06916,1.05330,1.06328,429818
1677942000,1.06228,1.07008,1.05244,1.06381,454818
1678546800,1.06934,1.07599,1.05160,1.06653,731816
1679151600,1.06830,1.09299,1.06313,1.07601,490461
1679756400,1.07706,1.09263,1.07451,1.08429,350166
1680361200,1.08398,1.09733,1.07882,1.08984,299870
1680966000,1.08953,1.10759,1.08313,1.09946,291052
1681570800,1.09886,1.09998,1.09093,1.09894,295827
1682175600,1.09885,1.10956,1.09604,1.10163,331494
1682780400,1.10119,1.10918,1.09422,1.10182,335995
1683385200,1.10226,1.10538,1.08478,1.08498,294013
1683990000,1.08530,1.09047,1.07599,1.08048,295748
1684594800,1.08045,1.08314,1.07018,1.07258,346441
1685199600,1.07178,1.07791,1.06353,1.07060,301471
1685804400,1.07071,1.07871,1.06671,1.07495,267751
1686409200,1.07448,1.09706,1.07330,1.09406,299615
1687014000,1.09273,1.10122,1.08444,1.08898,293340
1687618800,1.09047,1.09769,1.08354,1.09092,365149
1688223600,1.09090,1.09734,1.08336,1.09680,289081
1688828400,1.09590,1.12450,1.09436,1.12303,312476
1689433200,1.12288,1.12758,1.11080,1.11246,316641
