timestamp,open,high,low,close,volume
1641135600,1.13693,1.13778,1.12795,1.12971,53813
1641222000,1.12961,1.13226,1.12723,1.12862,62525
1641308400,1.12852,1.13466,1.12765,1.13135,61289
1641394800,1.13111,1.13316,1.12846,1.12976,67251
1641481200,1.12960,1.13647,1.12901,1.13590,49836
1641740400,1.13550,1.13599,1.12853,1.13252,53457
1641826800,1.13230,1.13753,1.13131,1.13666,49386
1641913200,1.13655,1.14528,1.13545,1.14411,51872
1641999600,1.14402,1.14817,1.14357,1.14539,53078
1642086000,1.14531,1.14829,1.13987,1.14151,59882
1642345200,1.14117,1.14342,1.13915,1.14062,34611
1642431600,1.14062,1.14216,1.13147,1.13258,68363
1642518000,1.13249,1.13569,1.13163,1.13420,58174
1642604400,1.13393,1.13689,1.13031,1.13108,59448
1642690800,1.13092,1.13597,1.13010,1.13421,60447
1642950000,1.13371,1.13447,1.12906,1.13254,70762
1643036400,1.13226,1.13280,1.12632,1.13006,63243
1643122800,1.12991,1.13108,1.12354,1.12405,75069
1643209200,1.12404,1.12431,1.11313,1.11444,83832
1643295600,1.11428,1.11737,1.11214,1.11469,78407
1643554800,1.11406,1.12477,1.11378,1.12333,74328
1643641200,1.12315,1.12786,1.12208,1.12718,72903
1643727600,1.12715,1.13301,1.12667,1.13035,61143
1643814000,1.13018,1.14513,1.12665,1.14392,97250
1643900400,1.14389,1.14836,1.14116,1.14514,96664
1644159600,1.14573,1.14614,1.14151,1.14419,76500
1644246000,1.14411,1.14486,1.13958,1.14163,67506
1644332400,1.14127,1.14479,1.14025,1.14233,59971
1644418800,1.14210,1.14950,1.13748,1.14275,98683
1644505200,1.14263,1.14291,1.13297,1.13477,110096
1644764400,1.13376,1.13688,1.12800,1.13058,108728
1644850800,1.13032,1.13683,1.12990,1.13582,87080
1644937200,1.13568,1.13955,1.13448,1.13722,77435
1645023600,1.13713,1.13857,1.13229,1.13608,98839
1645110000,1.13580,1.13769,1.13139,1.13227,76510
1645369200,1.13145,1.13907,1.13064,1.13093,55985
1645455600,1.13070,1.13670,1.12878,1.13241,102907
1645542000,1.13246,1.13588,1.13012,1.13051,64439
1645628400,1.13023,1.13086,1.11063,1.11919,171175
1645714800,1.11908,1.12735,1.11659,1.12716,113512
1645974000,1.11295,1.12464,1.11245,1.12178,138468
1646060400,1.12177,1.12331,1.10897,1.11229,114181
1646146800,1.11248,1.11434,1.10574,1.11184,129648
1646233200,1.11160,1.11205,1.10332,1.10659,99725
1646319600,1.10651,1.10679,1.08852,1.09305,129366
1646578800,1.09255,1.09324,1.08060,1.08533,166436
1646665200,1.08511,1.09583,1.08471,1.09014,158841
1646751600,1.08960,1.10961,1.08896,1.10750,116644
1646838000,1.10729,1.11213,1.09758,1.09859,125689
1646924400,1.09845,1.10434,1.09021,1.09137,113278
1647183600,1.09155,1.09938,1.09004,1.09447,103181
