timestamp,open,high,low,close,volume
1641049200,1.35256,1.35985,1.34308,1.35903,249699
1641654000,1.35664,1.37489,1.35321,1.36793,268586
1642258800,1.36646,1.36899,1.35457,1.35511,359992
1642863600,1.35446,1.35652,1.33577,1.33941,529860
1643468400,1.33906,1.36281,1.33860,1.35275,483645
1644073200,1.35336,1.36435,1.34906,1.35601,447687
1644678000,1.35435,1.36428,1.34865,1.35923,500086
1645282800,1.35784,1.36386,1.32731,1.34096,582283
1645887600,1.33217,1.34375,1.32022,1.32331,604309
1646492400,1.32129,1.32516,1.30274,1.30363,678216
1647097200,1.30330,1.32109,1.30001,1.31762,531202
1647702000,1.31690,1.32986,1.31200,1.31837,480178
1648306800,1.31706,1.31839,1.30512,1.31108,557599
1648911600,1.30829,1.31666,1.29821,1.30330,455573
1649516400,1.30231,1.31474,1.29729,1.30606,492075
1650121200,1.30445,1.30903,1.28231,1.28379,449722
1650726000,1.28332,1.28428,1.24113,1.25765,588623
1651330800,1.25774,1.26380,1.22757,1.23352,592692
1651935600,1.23475,1.24062,1.21553,1.22586,690695
1652540400,1.22372,1.25249,1.22172,1.24907,615069
1653145200,1.24656,1.26669,1.24629,1.26289,564742
1653750000,1.26081,1.26596,1.24586,1.24854,445705
1654354800,1.24869,1.25996,1.23012,1.23103,480095
1654959600,1.23144,1.24061,1.19335,1.22173,853870
1655564400,1.22096,1.23241,1.21612,1.22714,581054
1656169200,1.22494,1.23324,1.19758,1.20932,644339
1656774000,1.20970,1.21652,1.18757,1.20333,641435
1657378800,1.19989,1.20363,1.17600,1.18632,709603
1657983600,1.18656,1.20638,1.18612,1.20048,696163
1658588400,1.19799,1.22457,1.19600,1.21822,649463
1659193200,1.21574,1.22935,1.20034,1.20730,613690
1659798000,1.20659,1.22771,1.20470,1.21354,512471
1660402800,1.21089,1.21482,1.17920,1.18253,556437
1661007600,1.18104,1.19012,1.17174,1.17380,618710
1661612400,1.17294,1.17607,1.14957,1.15126,722998
1662217200,1.14797,1.16482,1.14050,1.15863,723125
1662822000,1.16355,1.17383,1.13507,1.14230,643178
1663426800,1.14054,1.14608,1.08388,1.08449,700500
1664031600,1.07948,1.12346,1.03528,1.11545,1265433
1664636400,1.11595,1.14960,1.10552,1.10863,1017699
1665241200,1.10798,1.13805,1.09230,1.11781,1171141
1665846000,1.12108,1.14400,1.10607,1.12932,1441787
1666450800,1.13793,1.16451,1.12579,1.16141,1136297
1667055600,1.15858,1.16134,1.11475,1.13734,1143196
1667660400,1.13094,1.18549,1.12904,1.18321,1029292
1668265200,1.17963,1.20296,1.17100,1.18844,1349708
1668870000,1.18914,1.21535,1.17781,1.20913,1037340
1669474800,1.20565,1.23109,1.19002,1.22905,1035264
1670079600,1.22632,1.23441,1.21067,1.22606,596042
1670684400,1.22519,1.24464,1.21196,1.21531,587262
1671289200,1.21376,1.22421,1.19924,1.20478,547839
1671894000,1.20540,1.21259,1.20022,1.20907,328024
1672498800,1.20782,1.20991,1.18414,1.20945,478872
1673103600,1.20770,1.22484,1.20760,1.22351,561091
1673708400,1.22100,1.24359,1.21693,1.23993,556525
1674313200,1.23978,1.24477,1.22630,1.23976,423827
1674918000,1.23897,1.24173,1.20471,1.20506,518850
1675522800,1.20297,1.21937,1.19611,1.20578,783720
1676127600,1.20630,1.22703,1.19149,1.20401,832694
1676732400,1.20227,1.21476,1.19283,1.19392,610071
1677337200,1.19500,1.21431,1.19226,1.20435,603937
1677942000,1.20207,1.21136,1.18030,1.20311,543531
1678546800,1.20868,1.22041,1.20103,1.21761,1097194
1679151600,1.22033,1.23435,1.21670,1.22307,686590
1679756400,1.22265,1.24227,1.22191,1.23308,601978
1680361200,1.23247,1.25253,1.22745,1.24164,532850
1680966000,1.24130,1.25461,1.23443,1.24137,498167
1681570800,1.24022,1.24742,1.23532,1.24436,506224
1682175600,1.24384,1.25838,1.23866,1.25675,571235
1682780400,1.25550,1.26526,1.24357,1.26310,555384
1683385200,1.26290,1.26798,1.24446,1.24481,465888
1683990000,1.24460,1.25465,1.23916,1.24461,442052
1684594800,1.24380,1.24720,1.23079,1.23503,521875
1685199600,1.23325,1.25445,1.23271,1.24500,503321
1685804400,1.24422,1.25903,1.23682,1.25795,501045
1686409200,1.25570,1.28482,1.24868,1.28202,529700
1687014000,1.28175,1.28448,1.26847,1.27143,597927
1687618800,1.27074,1.27594,1.25910,1.26930,693610
1688223600,1.26849,1.28494,1.26583,1.28383,442607
1688828400,1.28256,1.31422,1.27501,1.30979,530401
1689433200,1.30824,1.31256,1.28158,1.28517,508332
1690038000,1.28490,1.29958,1.27629,1.28457,581440
1690642800,1.28328,1.28723,1.26200,1.27443,487713
1691247600,1.27530,1.28188,1.26618,1.26918,435873
1691852400,1.26970,1.27873,1.26164,1.27309,507326
1692457200,1.27330,1.28003,1.25477,1.25768,497512
1693062000,1.25693,1.27463,1.25626,1.25845,477614
1693666800,1.25900,1.26425,1.24454,1.24642,407167
1694271600,1.24628,1.25481,1.23785,1.23809,431341
1694876400,1.23762,1.24250,1.22305,1.22339,363416
1695481200,1.22399,1.22718,1.21103,1.22011,298657
1696086000,1.21791,1.22612,1.20373,1.22346,415696
1696690800,1.22001,1.23375,1.21224,1.21399,626982
1697295600,1.21380,1.22191,1.20899,1.21630,693962
1697900400,1.21540,1.22884,1.20694,1.21166,607922
1698505200,1.21225,1.23895,1.20899,1.23788,661511
1699110000,1.23661,1.24282,1.21868,1.22258,408428
1699714800,1.22039,1.25054,1.21979,1.24600,560808
1700319600,1.24455,1.26153,1.24431,1.25956,291574
1700924400,1.25978,1.27326,1.25905,1.27096,236076
1701529200,1.26897,1.27243,1.25025,1.25461,245221
1702134000,1.25436,1.27940,1.25001,1.26773,367824
1702738800,1.26750,1.27620,1.26123,1.26955,1019602
1703343600,1.26882,1.28278,1.26808,1.27301,626869
1703948400,1.27210,1.27711,1.26096,1.27176,920061
1704553200,1.27101,1.27858,1.26734,1.27516,1012123
1705158000,1.27327,1.27653,1.25964,1.27032,1107938
1705762800,1.26807,1.27750,1.26488,1.26990,1074794
1706367600,1.26851,1.27726,1.26138,1.26302,1114777
1706972400,1.26476,1.26476,1.25181,1.26270,650515
1707577200,1.26169,1.26881,1.25354,1.25996,494913
1708182000,1.25990,1.27096,1.25789,1.26705,472376
1708786800,1.26740,1.26996,1.25994,1.26509,517403
1709391600,1.26436,1.28939,1.26436,1.28562,475408
1709996400,1.28523,1.28620,1.27253,1.27318,277929
1710601200,1.27288,1.28033,1.25753,1.25986,205172
1711206000,1.25952,1.26679,1.25857,1.26167,139787
1711810800,1.25715,1.26835,1.25393,1.26370,181897
1712415600,1.26250,1.27093,1.24266,1.24481,233913
1713020400,1.24450,1.24985,1.23665,1.23684,309985
1713625200,1.23660,1.25409,1.22996,1.24927,179006
1714230000,1.24800,1.26338,1.24618,1.25452,203853
1714834800,1.25440,1.25943,1.24458,1.25234,158216
1715439600,1.25140,1.27115,1.25091,1.27001,159702
1716044400,1.26860,1.27613,1.26716,1.27364,175985
1716649200,1.27340,1.28006,1.26811,1.27407,170603
1717254000,1.27335,1.28172,1.26946,1.27149,194157
1717858800,1.27267,1.28605,1.26568,1.26852,199950
1718463600,1.26823,1.27399,1.26224,1.26405,172357
1719068400,1.26410,1.27025,1.26125,1.26442,178033
1719673200,1.26510,1.28170,1.26154,1.28135,135839
1720278000,1.27960,1.29905,1.27779,1.29875,166589
1720882800,1.29636,1.30440,1.29011,1.29112,188623
1721487600,1.29190,1.29420,1.28470,1.28638,182453
1722092400,1.28590,1.28881,1.27072,1.28036,214105
1722697200,1.28006,1.28166,1.26628,1.27569,287160
1723302000,1.27650,1.29457,1.27468,1.29425,169916
1723906800,1.29405,1.32298,1.29204,1.32129,178702
1724511600,1.32070,1.32658,1.31094,1.31242,194749
1725116400,1.31310,1.32377,1.30875,1.31266,204658
1725721200,1.31177,1.31575,1.30018,1.31212,217320
1726326000,1.31250,1.33400,1.31167,1.33186,233137
1726930800,1.33182,1.34340,1.32482,1.33714,242877
1727535600,1.33700,1.34227,1.30695,1.31234,260675
1728140400,1.31190,1.31341,1.30211,1.30620,219835
1728745200,1.30626,1.31026,1.29735,1.30471,206034
1729350000,1.30469,1.30576,1.29070,1.29600,194458
1729954800,1.29614,1.30431,1.28433,1.29142,235783
1730559600,1.29656,1.30476,1.28341,1.29163,292005
1731164400,1.29078,1.29257,1.25969,1.26171,261100
1731769200,1.26169,1.27143,1.24870,1.25280,246108
1732374000,1.25894,1.27496,1.25069,1.27282,255315
1732978800,1.27270,1.28104,1.26168,1.27355,251065
1733583600,1.27293,1.27986,1.26080,1.26151,233386
1734188400,1.26160,1.27284,1.24750,1.25628,240615
1734793200,1.25592,1.25925,1.25010,1.25717,143125
1735398000,1.25724,1.26070,1.23527,1.24176,173253
1736002800,1.24124,1.25686,1.21918,1.22046,246834
1736607600,1.21972,1.23055,1.20997,1.21656,258813
1737212400,1.21658,1.25016,1.21593,1.24797,266675
1737817200,1.24658,1.25228,1.23861,1.23930,275131
1738422000,1.22944,1.25496,1.22490,1.24000,300266
1739026800,1.23692,1.26300,1.23323,1.25846,245865
1739631600,1.25785,1.26787,1.25629,1.26329,247586
1740236400,1.26278,1.27159,1.25591,1.25754,313494
1740841200,1.25810,1.29447,1.25616,1.29195,398656
1741446000,1.29130,1.29889,1.28613,1.29345,330103
1742050800,1.29262,1.30147,1.28877,1.29165,235190
1742655600,1.29071,1.29913,1.28701,1.29372,336584
1743260400,1.29430,1.32061,1.28522,1.28983,512460
1743865200,1.28410,1.31442,1.27073,1.30813,780411
1744470000,1.30910,1.32974,1.30606,1.32902,534035
1745074800,1.32720,1.34226,1.32331,1.33073,422574
1745679600,1.33070,1.34435,1.32467,1.32656,365033
1746284400,1.32580,1.34016,1.32110,1.32989,367508
1746889200,1.32790,1.33593,1.31388,1.32771,367701
1747494000,1.32700,1.35384,1.32655,1.35384,380830
1748098800,1.35206,1.35923,1.34145,1.34492,331810
1748703600,1.34597,1.36155,1.34498,1.35242,333287
1749308400,1.35237,1.36314,1.34552,1.35701,340506
1749913200,1.35491,1.36213,1.33819,1.34477,334974
1750518000,1.33983,1.37697,1.33696,1.37161,339219
1751122800,1.36981,1.37876,1.35618,1.36366,246676
1751727600,1.36480,1.36567,1.34802,1.34891,289174
1752332400,1.34830,1.35034,1.33640,1.34072,290217
1752937200,1.34064,1.35877,1.34009,1.34358,272573
1753542000,1.34240,1.34517,1.31391,1.32778,326444
1754146800,1.32687,1.34581,1.32534,1.34470,259593
