name,source_tier,rank,symbol,timeframe_label,direction,category,sharpe,profit_factor,win_rate,trades,max_dd,oos_sharpe,sl,tp,entry_pseudo,exit_pseudo,likely_test_artifact
Sweet-Chariot-SMA-40,LEGEND,LEGEND,USDJPY,M30,BOTH,TREND,0.23084873,1.0934064,0.37555885,6710,0.0024641955,0.0,0.3,0.9,CLOSE crosses above SMA-40,CLOSE crosses below SMA-40,False
TEST-REFRESH-ACTIVE-SEXP-SYNC,LEGEND,LEGEND,USDJPY,H1,BOTH,TREND,1.4,0.0,0.0,0,0.0,0.0,0.0,0.0,NIL,NIL,True
TF-10-50,LEGEND,LEGEND,USDJPY,H1,BOTH,TREND,0.107127234,1.05165,0.3890785,3223,0.0019965698,0.0,0.2,0.4,SMA-10 crosses above SMA-50,SMA-10 crosses below SMA-50,False
TF-5-20,LEGEND,LEGEND,USDJPY,M1,BOTH,TREND,-5.2021,0.6080124,0.27416357,472995,0.4905502,0.0,0.15,0.3,SMA-5 crosses above SMA-20,SMA-5 crosses below SMA-20,False
Trend-Pullback-Entry,LEGEND,LEGEND,USDJPY,M15,BOTH,TREND,0.15107349,1.0706084,0.30650792,4871,0.002090565,0.0,0.5,0.8,(CLOSE > SMA-200 AND RSI-14 < 40),RSI-14 > 60,False
Trend-Scalp-1M,LEGEND,LEGEND,USDJPY,W1,BOTH,TREND,0.03509183,1.116288,0.5,78,0.0008267503,0.0,0.1,0.2,(EMA-9 crosses above EMA-21 AND RSI-14 > 50),EMA-9 crosses below EMA-21,False
Triple-EMA-Trend-Follow,LEGEND,LEGEND,USDJPY,W1,BOTH,TREND,0.14120051,1.7520592,0.49056602,53,0.00065030606,0.0,0.25,0.5,(EMA-10 > EMA-20 AND EMA-20 > EMA-50),EMA-10 crosses below EMA-20,False
Triple-Screen-Proxy,LEGEND,LEGEND,USDJPY,W1,BOTH,TREND,0.18314688,1.576766,0.5508475,118,0.00072369695,0.0,0.3,0.6,(CLOSE > EMA-50 AND MACD-LINE > 0 AND RSI-14 < 50),RSI-14 > 70,False
Volatility-Trend-Follow,LEGEND,LEGEND,USDJPY,M1,BOTH,TREND,-5.155048,0.60548276,0.30299416,460296,0.48149356,0.0,0.4,0.8,(CLOSE > SMA-20 AND ATR-14 > 0.002),CLOSE crosses below SMA-20,False
TestStrat,S,,USDJPY,M1,BOTH,TREND,0.0,0.0,0.0,0,0.0,0.0,0.1,0.1,NIL,NIL,True
Bred-Bred--261-Gen36-N3980242439-83,A,A,USDJPY,H1,BOTH,TREND,18.555466,9.360167,0.9142857,35,0.00019879862,0.3936405,1.5271544,0.89577675,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--437-Gen31-N3980235907-169,A,A,USDJPY,H1,BOTH,TREND,17.042423,9.304461,0.8857143,35,0.000118992146,0.3790586,0.8300398,0.59275603,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--550-Gen30-N3980176629-115,A,A,USDJPY,H1,BOTH,TREND,17.264853,9.416256,0.85714287,35,0.00011553287,17.264853,0.59561056,0.67190206,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--741-Gen31-N3980252703-108,A,A,USDJPY,H1,BOTH,TREND,17.9039,9.809256,0.85714287,35,0.00011553287,0.38761383,0.5586053,0.80330855,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--867-Gen35-N3980223264-106,A,A,USDJPY,H1,BOTH,TREND,15.983056,9.417334,0.8823529,34,0.000121892415,0.36224884,0.9818183,0.571306,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--914-Gen29-N3980188079-337,A,A,USDJPY,H1,BOTH,TREND,16.481997,9.062955,0.85714287,35,0.000115538074,16.481997,0.6345584,0.59332836,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
RECRUIT-RND-1768781166-12,A,GRAVEYARD,USDJPY,D1,BOTH,TREND,0.47145373,0.0,0.0,61,0.0,,0.034,0.043,CROSS SMA 5 20,CROSS SMA 13 120,True
TEST-REFRESH-RECON-B,A,A,USDJPY,M1,BOTH,TREND,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,NIL,NIL,True
TEST-REFRESH-RECON-DB-B,A,A,USDJPY,M1,BOTH,TREND,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,NIL,NIL,True
Bred-Blade-690-Gen1-N3981141291-360,B,B,USDJPY,H1,BOTH,TREND,0.16384651,1.0632303,0.39342046,6657,0.0019933614,0.0,0.30526462,0.6664414,(CLOSE > EMA-20 AND LOW crosses above EMA-20),CLOSE < EMA-20,False
Bred-Blade-713-Gen1-N3981489799-183,B,B,USDJPY,H1,BOTH,TREND,0.21163563,1.0818974,0.4032311,6066,0.0023012077,0.0,0.25815496,0.5421254,(CLOSE > EMA-20 AND LOW crosses above EMA-20),CLOSE < EMA-20,False
Bred-Bred--135-Gen52-N3980554234-406,B,B,USDJPY,M36,BOTH,TREND,0.30366915,1.1645968,0.44552317,2781,0.0017388042,,1.256711,0.5800006,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--15-Gen47-N3980554228-396,B,B,USDJPY,M36,BOTH,TREND,0.32116228,1.1459833,0.41131002,4916,0.0023227956,,0.7738287,0.78281873,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--158-Gen53-N3981004881-25,B,B,USDJPY,M36,BOTH,TREND,0.35038662,1.1799177,0.38133535,5347,0.0018898215,0.0,1.2662348,1.5224106,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--159-Gen54-N3981013878-133,B,B,USDJPY,M20,BOTH,TREND,0.2462605,1.1022265,0.42172074,4963,0.0016117315,0.0,0.65806305,0.5250155,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--162-Gen57-N3980554294-548,B,B,USDJPY,M15,BOTH,TREND,0.21886799,1.0821314,0.45062336,6096,0.0026901204,,1.1735446,0.4500448,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--162-Gen60-N3981053491-293,B,B,USDJPY,M20,BOTH,TREND,0.2599089,1.1365368,0.36391625,4872,0.0019272201,0.0,0.7848966,1.7660176,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--215-Gen56-N3980554068-264,B,B,USDJPY,M15,BOTH,TREND,0.3097368,1.1333371,0.4201128,5320,0.0025648142,,1.0499264,0.7181455,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--227-Gen36-N3981094382-96,B,B,USDJPY,M20,BOTH,TREND,0.23687463,1.1033257,0.41659173,4448,0.0014718445,0.0,0.8005148,0.5527446,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--227-Gen56-N3981091527-165,B,B,USDJPY,M36,BOTH,TREND,0.2809371,1.1491877,0.37406585,4951,0.0021182252,0.0,0.84105235,1.76621,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--261-Gen36-N3980242439-83,B,B,USDJPY,H1,BOTH,TREND,18.555466,9.360167,0.9142857,35,0.00019879862,,1.5271544,0.89577675,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--271-Gen56-N3980554306-573,B,B,USDJPY,M30,BOTH,TREND,0.35242796,1.1634666,0.40686452,5594,0.0027259146,,0.8659325,1.0217593,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--293-Gen39-N3981006374-25,B,B,USDJPY,M180,BOTH,TREND,0.16124162,1.1454885,0.57797354,1135,0.0018440185,0.0,1.1496949,0.53506905,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--3-Gen59-N3981013859-30,B,B,USDJPY,M15,BOTH,TREND,0.24713509,1.0964379,0.47797284,6038,0.002158415,0.0,1.2943361,0.45143822,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--307-Gen54-N3980554283-521,B,B,USDJPY,M90,BOTH,TREND,0.22066899,1.1233588,0.40040088,3991,0.0021756687,,0.71393174,1.4992565,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--311-Gen53-N3980553894-2,B,B,USDJPY,M15,BOTH,TREND,0.31693304,1.1380656,0.35904256,6016,0.0014849282,,1.6481305,0.8874881,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--315-Gen52-N3980554313-591,B,B,USDJPY,M36,BOTH,TREND,0.35689992,1.1834798,0.4004372,5032,0.0025102415,,0.98605984,1.4227536,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--319-Gen57-N3981004897-74,B,B,USDJPY,M30,BOTH,TREND,0.3122715,1.1348112,0.42606422,5356,0.0014970753,0.0,0.7849132,0.70445925,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--323-Gen31-N3981140990-257,B,B,USDJPY,M20,BOTH,TREND,0.25529397,1.1085922,0.42300442,4773,0.0014570205,0.0,0.7408695,0.54734033,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--33-Gen51-N3980554314-596,B,B,USDJPY,M30,BOTH,TREND,0.30461586,1.1333371,0.39112228,5970,0.0024594185,,0.44744748,0.9396397,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--346-Gen31-N3980094353-514,B,B,USDJPY,H1,BOTH,TREND,17.042423,9.304461,0.8857143,35,0.000118992146,17.042423,0.77080303,0.59433454,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--372-Gen56-N3980554212-364,B,B,USDJPY,M36,BOTH,TREND,0.339536,1.1715617,0.39345887,5045,0.0024855558,,1.0983268,1.358523,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--386-Gen36-N3981004925-197,B,B,USDJPY,M20,BOTH,TREND,0.27275196,1.1155043,0.45583278,4449,0.001771607,0.0,0.77801365,0.45334953,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--401-Gen57-N3981004890-34,B,B,USDJPY,M30,BOTH,TREND,0.32040486,1.1406388,0.42335242,5584,0.0020238613,0.0,0.684055,0.82363594,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--423-Gen54-N3981055033-13,B,B,USDJPY,M36,BOTH,TREND,0.29897952,1.1325538,0.4115248,5640,0.001940901,,0.4548044,0.95508915,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--425-Gen30-N3981102574-396,B,B,USDJPY,M45,BOTH,TREND,0.15580863,1.0553489,0.4486863,6889,0.0021111732,0.0,0.39161855,0.44144702,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--43-Gen52-N3980553920-52,B,B,USDJPY,M30,BOTH,TREND,0.27728808,1.1442032,0.4385905,2923,0.0021234136,,0.96973675,0.5371039,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--433-Gen59-N3981004890-36,B,B,USDJPY,M20,BOTH,TREND,0.19709963,1.0915542,0.41719368,5060,0.0016908438,0.0,0.9206483,1.0126547,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--436-Gen57-N3980554249-445,B,B,USDJPY,M15,BOTH,TREND,0.27901807,1.1179092,0.43057173,5142,0.0023054832,,1.5521461,0.6096441,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--458-Gen61-N3981094143-68,B,B,USDJPY,M12,BOTH,TREND,0.1706785,1.0648482,0.43588698,7362,0.0024679778,0.0,0.5917237,0.8438175,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--479-Gen53-N3981053354-275,B,B,USDJPY,M36,BOTH,TREND,0.2737272,1.1214638,0.42372882,5664,0.001865416,0.0,0.66996145,0.9597607,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--514-Gen37-N3981013865-72,B,B,USDJPY,H1,BOTH,TREND,0.3089233,5.898195,0.8823529,34,0.00019884233,,1.3002807,0.46433258,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--519-Gen59-N3981053491-290,B,B,USDJPY,M15,BOTH,TREND,0.34210095,1.1598595,0.3614148,6220,0.0019069862,0.0,0.91419107,1.4627056,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--558-Gen58-N3981093371-68,B,B,USDJPY,H1,BOTH,TREND,0.38298726,8.642972,0.8857143,35,0.00013927257,,1.0780214,0.8443926,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--561-Gen55-N3980554331-643,B,B,USDJPY,H1,BOTH,TREND,0.18127024,1.068493,0.45135486,10001,0.0024464438,,1.1034486,1.1262,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--587-Gen53-N3980553950-113,B,B,USDJPY,M45,BOTH,TREND,0.16744861,1.1149199,0.3712159,2015,0.001867737,,1.5277715,1.2014357,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--623-Gen53-N3981004894-59,B,B,USDJPY,M36,BOTH,TREND,0.29073262,1.1349158,0.38389924,5478,0.002039496,0.0,0.87700146,1.0107926,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--626-Gen53-N3981004891-39,B,B,USDJPY,M30,BOTH,TREND,0.250559,1.1256728,0.4761428,2997,0.0015119764,0.0,0.8581265,0.43971592,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--639-Gen48-N3981138750-17,B,B,USDJPY,M36,BOTH,TREND,0.39256197,1.176983,0.38016236,5666,0.0014765409,0.0,0.43052924,0.8999289,(RSI-14 < 30 AND STOCH-K < 20),(RSI-14 > 70 OR STOCH-K > 80),False
Bred-Bred--685-Gen58-N3980554345-663,B,B,USDJPY,M15,BOTH,TREND,0.2962887,1.1336348,0.35336834,6472,0.0017086795,,0.6322261,1.3276746,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--689-Gen61-N3981094143-67,B,B,USDJPY,M360,BOTH,TREND,0.15773101,1.1763588,0.5294872,780,0.001098265,0.0,0.86039305,0.8105843,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--70-Gen60-N3981140036-25,B,B,USDJPY,M90,BOTH,TREND,0.207564,1.1561143,0.53395784,1281,0.0010407257,0.0,0.7434601,0.5069489,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--703-Gen31-N3981102865-495,B,B,USDJPY,W1,BOTH,TREND,0.2580359,3.526282,0.7714286,35,0.00028987302,0.0,0.5543172,0.5310818,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--716-Gen53-N3981004335-9,B,B,USDJPY,M36,BOTH,TREND,0.31233525,1.1493757,0.39271638,5327,0.0025758245,0.0,0.5724288,1.2021005,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--741-Gen31-N3980252703-108,B,B,USDJPY,H1,BOTH,TREND,17.9039,9.809256,0.85714287,35,0.00011553287,,0.5586053,0.80330855,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--753-Gen54-N3980554265-479,B,B,USDJPY,M15,BOTH,TREND,0.30512848,1.1346482,0.3577236,5904,0.0019799364,,1.1560688,0.9277163,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--801-Gen61-N3981055033-20,B,B,USDJPY,M15,BOTH,TREND,0.31525174,1.1541632,0.4013201,6060,0.0033117307,,0.9037835,1.8979454,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--820-Gen53-N3981013859-22,B,B,USDJPY,M36,BOTH,TREND,0.29568863,1.1511146,0.4037294,4612,0.0016319186,0.0,0.7026459,1.2726383,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--844-Gen54-N3980554309-582,B,B,USDJPY,M15,BOTH,TREND,0.31477007,1.1362903,0.35152873,6247,0.001682478,,0.80854523,0.9339476,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--855-Gen32-N3981140689-162,B,B,USDJPY,H1,BOTH,TREND,0.23158924,1.1581566,0.4275139,1621,0.0013746432,0.0,0.4018193,0.6128827,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--862-Gen36-N3981102574-397,B,B,USDJPY,W1,BOTH,TREND,0.1880649,2.0020082,0.627451,51,0.00047093973,0.0,0.7591216,0.7703441,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
Bred-Bred--890-Gen55-N3980554341-651,B,B,USDJPY,M36,BOTH,TREND,0.3542576,1.1730518,0.38483703,5553,0.0017050852,,2.0421987,1.2200024,((CLOSE > SMA-20 AND SMA-20 > SMA-50 AND RSI > 55) OR (CLOSE < SMA-20 AND SMA-20 < SMA-50 AND RSI < 45)),(PNL > TP OR PNL < -(SL)),False
