Datetime,Open,High,Low,Close,Volume
2025-01-29 08:00:00+00:00,155.28199768066406,155.33700561523438,155.00399780273438,155.14599609375,0
2025-01-29 09:00:00+00:00,155.1490020751953,155.36300659179688,155.0850067138672,155.33999633789062,0
2025-01-29 10:00:00+00:00,155.34500122070312,155.45599365234375,155.31199645996094,155.38499450683594,0
2025-01-29 11:00:00+00:00,155.38400268554688,155.52000427246094,155.31900024414062,155.41900634765625,0
2025-01-29 12:00:00+00:00,155.41700744628906,155.49600219726562,155.31900024414062,155.36199951171875,0
2025-01-29 13:00:00+00:00,155.35899353027344,155.46800231933594,155.25,155.42100524902344,0
2025-01-29 14:00:00+00:00,155.42100524902344,155.4459991455078,155.16700744628906,155.19000244140625,0
2025-01-29 15:00:00+00:00,155.1929931640625,155.32400512695312,154.9340057373047,155.0050048828125,0
2025-01-29 16:00:00+00:00,155.0050048828125,155.24099731445312,154.9669952392578,155.2239990234375,0
2025-01-29 17:00:00+00:00,155.2220001220703,155.23300170898438,155.04299926757812,155.0469970703125,0
2025-01-29 18:00:00+00:00,155.05299377441406,155.17100524902344,154.9980010986328,155.13999938964844,0
2025-01-29 19:00:00+00:00,155.1300048828125,155.61099243164062,155.08099365234375,155.24200439453125,0
2025-01-29 20:00:00+00:00,155.24000549316406,155.38800048828125,155.0919952392578,155.35400390625,0
2025-01-29 21:00:00+00:00,155.3520050048828,155.3769989013672,155.1820068359375,155.1909942626953,0
2025-01-29 22:00:00+00:00,155.21800231933594,155.22799682617188,155.10899353027344,155.1719970703125,0
2025-01-29 23:00:00+00:00,155.1719970703125,155.23599243164062,155.02999877929688,155.18299865722656,0
2025-01-30 00:00:00+00:00,155.1699981689453,155.2030029296875,154.6719970703125,154.7169952392578,0
2025-01-30 01:00:00+00:00,154.71600341796875,154.72300720214844,154.45700073242188,154.63900756835938,0
2025-01-30 02:00:00+00:00,154.63800048828125,154.66099548339844,154.27699279785156,154.3730010986328,0
2025-01-30 03:00:00+00:00,154.3780059814453,154.54800415039062,154.30999755859375,154.5290069580078,0
2025-01-30 04:00:00+00:00,154.52699279785156,154.68099975585938,154.4770050048828,154.6020050048828,0
2025-01-30 05:00:00+00:00,154.6009979248047,154.63600158691406,154.41200256347656,154.48199462890625,0
2025-01-30 06:00:00+00:00,154.48199462890625,154.73199462890625,154.3459930419922,154.4340057373047,0
2025-01-30 07:00:00+00:00,154.42999267578125,154.63600158691406,154.36399841308594,154.4929962158203,0
2025-01-30 08:00:00+00:00,154.4949951171875,154.6479949951172,154.4290008544922,154.4810028076172,0
2025-01-30 09:00:00+00:00,154.47799682617188,154.5919952392578,154.30999755859375,154.4499969482422,0
2025-01-30 10:00:00+00:00,154.44200134277344,154.53799438476562,154.3470001220703,154.4949951171875,0
2025-01-30 11:00:00+00:00,154.4949951171875,154.60299682617188,154.41600036621094,154.593994140625,0
2025-01-30 12:00:00+00:00,154.59100341796875,154.59800720214844,154.0919952392578,154.1510009765625,0
2025-01-30 13:00:00+00:00,154.1510009765625,154.26699829101562,153.83099365234375,153.90199279785156,0
2025-01-30 14:00:00+00:00,153.9040069580078,154.2259979248047,153.8419952392578,154.0570068359375,0
2025-01-30 15:00:00+00:00,154.05299377441406,154.1510009765625,153.78500366210938,154.13400268554688,0
2025-01-30 16:00:00+00:00,154.1320037841797,154.47799682617188,154.0679931640625,154.42799377441406,0
2025-01-30 17:00:00+00:00,154.41900634765625,154.4499969482422,154.25599670410156,154.29200744628906,0
2025-01-30 18:00:00+00:00,154.29299926757812,154.4949951171875,154.28399658203125,154.37399291992188,0
2025-01-30 19:00:00+00:00,154.38099670410156,154.3820037841797,154.08099365234375,154.10699462890625,0
2025-01-30 20:00:00+00:00,154.10899353027344,154.4550018310547,153.99200439453125,154.25,0
2025-01-30 21:00:00+00:00,154.2519989013672,154.45799255371094,154.1790008544922,154.28500366210938,0
2025-01-30 22:00:00+00:00,154.25999450683594,154.2779998779297,154.1320037841797,154.20799255371094,0
2025-01-30 23:00:00+00:00,154.21299743652344,154.49899291992188,154.0679931640625,154.08999633789062,0
2025-01-31 00:00:00+00:00,154.0850067138672,154.36300659179688,154.01300048828125,154.30499267578125,0
2025-01-31 01:00:00+00:00,154.30599975585938,154.31900024414062,153.91000366210938,154.08799743652344,0
2025-01-31 02:00:00+00:00,154.08799743652344,154.21800231933594,153.92799377441406,154.17799377441406,0
2025-01-31 03:00:00+00:00,154.17799377441406,154.4239959716797,154.14599609375,154.35899353027344,0
2025-01-31 04:00:00+00:00,154.35299682617188,154.44500732421875,154.30799865722656,154.43899536132812,0
2025-01-31 05:00:00+00:00,154.43699645996094,154.8780059814453,154.42999267578125,154.718994140625,0
2025-01-31 06:00:00+00:00,154.71299743652344,154.93600463867188,154.63999938964844,154.68899536132812,0
2025-01-31 07:00:00+00:00,154.68899536132812,154.76499938964844,154.5760040283203,154.6510009765625,0
2025-01-31 08:00:00+00:00,154.64999389648438,154.81100463867188,154.54299926757812,154.58900451660156,0
2025-01-31 09:00:00+00:00,154.60299682617188,154.71800231933594,154.47999572753906,154.71800231933594,0
2025-01-31 10:00:00+00:00,154.718994140625,154.78599548339844,154.66900634765625,154.6739959716797,0
2025-01-31 11:00:00+00:00,154.6699981689453,154.85400390625,154.60000610351562,154.83999633789062,0
2025-01-31 12:00:00+00:00,154.83999633789062,154.8939971923828,154.7550048828125,154.82400512695312,0
2025-01-31 13:00:00+00:00,154.82200622558594,155.02000427246094,154.73199462890625,154.79600524902344,0
2025-01-31 14:00:00+00:00,154.7949981689453,154.9770050048828,154.55499267578125,154.61900329589844,0
2025-01-31 15:00:00+00:00,154.62100219726562,154.87600708007812,154.5240020751953,154.82000732421875,0
2025-01-31 16:00:00+00:00,154.8300018310547,155.00399780273438,154.8000030517578,154.91400146484375,0
2025-01-31 17:00:00+00:00,154.9199981689453,154.97300720214844,154.65499877929688,154.76400756835938,0
2025-01-31 18:00:00+00:00,154.76300048828125,155.2209930419922,154.75399780273438,155.13900756835938,0
2025-01-31 19:00:00+00:00,155.13999938964844,155.2030029296875,154.98800659179688,155.13900756835938,0
2025-01-31 20:00:00+00:00,155.13800048828125,155.21200561523438,155.08200073242188,155.08900451660156,0
2025-01-31 21:00:00+00:00,155.08799743652344,155.218994140625,155.01100158691406,155.1820068359375,0
2025-01-31 22:00:00+00:00,155.18099975585938,155.18099975585938,155.18099975585938,155.18099975585938,0
2025-02-03 00:00:00+00:00,155.3520050048828,155.80299377441406,155.33999633789062,155.697998046875,0
2025-02-03 01:00:00+00:00,155.70199584960938,155.88699340820312,155.64199829101562,155.70799255371094,0
2025-02-03 02:00:00+00:00,155.6999969482422,155.8730010986328,155.46499633789062,155.53599548339844,0
2025-02-03 03:00:00+00:00,155.53900146484375,155.75900268554688,155.48800659179688,155.65199279785156,0
2025-02-03 04:00:00+00:00,155.6529998779297,155.7469940185547,155.55799865722656,155.71800231933594,0
2025-02-03 05:00:00+00:00,155.7100067138672,155.71600341796875,155.45899963378906,155.5749969482422,0
2025-02-03 06:00:00+00:00,155.5749969482422,155.61300659179688,155.27699279785156,155.3780059814453,0
2025-02-03 07:00:00+00:00,155.3780059814453,155.66600036621094,155.3769989013672,155.625,0
2025-02-03 08:00:00+00:00,155.6179962158203,155.7169952392578,155.34100341796875,155.4510040283203,0
2025-02-03 09:00:00+00:00,155.4530029296875,155.4720001220703,154.9969940185547,155.0019989013672,0
2025-02-03 10:00:00+00:00,154.99899291992188,155.13299560546875,154.82899475097656,154.93699645996094,0
2025-02-03 11:00:00+00:00,154.93600463867188,154.96499633789062,154.58999633789062,154.60800170898438,0
2025-02-03 12:00:00+00:00,154.6060028076172,154.6230010986328,154.2830047607422,154.57000732421875,0
2025-02-03 13:00:00+00:00,154.5679931640625,154.83700561523438,154.39700317382812,154.64500427246094,0
2025-02-03 14:00:00+00:00,154.64700317382812,154.74600219726562,154.37399291992188,154.5279998779297,0
